	Standard Type	Standard Value	Smiles	pKi
15837	Ki	3400.0	CCC1(CC(CCO1)(CCNCC2=CC(=C(C=C2)OC)OC)C3=CC=C(C=C3)C)C	5.4685
15838	Ki	9000.0	C1CN(CC2=C1ON=C2C3=CC(=C(C=C3)F)F)CC[C@H](C4=CC=CC=C4)O	5.0458
15839	Ki	5100.0	CC1=CC=C(C=C1)COC2=C(C=C(C=C2)Br)CNC(C)C3=CC=CC=C3	5.2924
15840	Ki	2500.0	CC1=CC=C(C=C1)C(CCNC(C)C2=CC=C(C=C2)Cl)C3=CC=CO3	5.6021
15841	Ki	5800.0	CC1=CC=C(O1)C(C)(C)CC(C)NCC2=CC=C(C=C2)C(F)(F)F	5.2366
15842	Ki	2700.0	COC1=C(C=CC(=C1)CNCCC2=CCCCC2)OCC3=CC=CC=C3	5.5686
15843	Ki	1400.0	CC(C1=CC=C(C=C1)Cl)NCCC(CC2=CC=CC=C2)C3=CC=CO3	5.8539
15844	Ki	1800.0	CC1=CC=C(C=C1)C(C)NCCC(C2=CC=C(C=C2)F)C3=CC=CO3	5.7447
15881	Ki	0.3	C1CN(CCN1)C2=CC=CC3=C2C=NN3S(=O)(=O)C4=CC=CC=C4	9.5229
15882	Ki	0.2	CN([C@@H]1CCCC2=C1C=CC(=C2)S(=O)(=O)C3=CC=CC(=C3)F)C(=O)N	9.699
15883	Ki	5.0	C1CN(CCN1)C2=NC=CC3=C2C=CN3S(=O)(=O)C4=CC=CC=C4	8.301
15884	Ki	5.0	C1CN(CCN1)C2=NC=CC3=C2C=NN3S(=O)(=O)C4=CC=CC=C4	8.301
15936	Ki	80.0	CC(C)C1=NC2=C(C=CN=C2N1CCC3=CC(=CC=C3)Cl)N4CCNCC4	7.0969
15937	Ki	450.0	C1CN(CCN1)C2=NC=CC3=C2N=CN3CC4=CC=CC=C4	6.3468
15938	Ki	42.0	CCC(CC)C1=NC2=C(C=CN=C2N1CC3=CC=CC(=C3)C)N4CCNCC4	7.3768
15939	Ki	142.0	CC1=CC(=CC=C1)CN2C(=NC3=C(C=CN=C32)N4CCNCC4)CC(C)(C)C	6.8477
15940	Ki	61.0	CC(C)C1=NC2=C(C=CN=C2N1CC3=CC=CC=C3F)N4CCNCC4	7.2147
15946	Ki	107.0	CC(C)C1=NC2=C(C=CN=C2N1CC3=CC=C(C=C3)Cl)N4CCNCC4	6.9706
15947	Ki	165.0	C1CN(CCN1)C2=C3C(=NC=C2)N(C(=N3)C4=CC=CS4)CC5=CC(=CC=C5)Cl	6.7825
15948	Ki	317.0	CC1=NC2=C(C=CN=C2N1CC3=CC=C(C=C3)F)N4CCNCC4	6.4989
15949	Ki	21.0	CC1=NC2=C(C=CN=C2N1CC3=CC(=CC=C3)Cl)N4CCNCC4	7.6778
15952	Ki	312.0	CC1=NC2=C(C=CN=C2N1CCC3=CC(=CC=C3)Cl)N4CCNCC4	6.5058
15953	Ki	110.0	C1CN(CCN1)C2=C3C(=NC=C2)N(C=N3)CC4=CC=CC=C4	6.9586
15954	Ki	1251.0	C1CN(CCN1)C2=C3C(=NC=C2)N(C=N3)CCC4=CC(=CC=C4)Cl	5.9027
15955	Ki	374.0	CC1=NC2=C(N1CC3=CC=CC=C3)C=CN=C2N4CCNCC4	6.4271
15956	Ki	42.0	CCC1=NC2=C(C=CN=C2N1CCC3=CC(=CC=C3)Cl)N4CCNCC4	7.3768
15957	Ki	254.0	CC1=NC2=C(N1CC3=CC(=CC=C3)Cl)C=CN=C2N4CCNCC4	6.5952
15958	Ki	30.0	CCC(CC)C1=NC2=C(C=CN=C2N1CC3=CC(=CC=C3)Cl)N4CCNCC4	7.5229
15959	Ki	337.0	CC1=NC2=C(C=CN=C2N1CC3=CC=CC=C3OC)N4CCNCC4	6.4724
15960	Ki	80.0	CC(C)C1=NC2=C(C=CN=C2N1CC3=CC=C(C=C3)F)N4CCNCC4	7.0969
15965	Ki	320.0	C1CN(CCN1)C2=NC=CC3=C2N=CN3CC4=CC(=CC=C4)Cl	6.4949
15966	Ki	33.0	C1CN(CCN1)C2=C3C(=NC=C2)N(C=N3)CC4=CC(=CC=C4)Cl	7.4815
15967	Ki	165.0	CC(C)(C)CC1=NC2=C(C=CN=C2N1CC3=CC(=CC=C3)OC)N4CCNCC4	6.7825
15968	Ki	177.0	CCC1=NC2=C(C=CN=C2N1CC3=CC=CC=C3Cl)N4CCNCC4	6.752
15969	Ki	162.0	C1CN(CCN1)C2=C3C(=NC=C2)N(C(=N3)C4=CC=C(C=C4)F)CC5=CC(=CC=C5)F	6.7905
15970	Ki	92.0	CC(C)C1=NC2=C(C=CN=C2N1CC3=CC(=CC=C3)OC)N4CCNCC4	7.0362
15971	Ki	139.0	CCC1=NC2=C(C=CN=C2N1CC3=CC(=C(C=C3)F)F)N4CCNCC4	6.857
15972	Ki	108.0	CCC(CC)C1=NC2=C(C=CN=C2N1CC3=CC=CC=C3Cl)N4CCNCC4	6.9666
15973	Ki	62.0	CC1=NC2=C(C=CN=C2N1CC3=CC(=CC=C3)C(F)(F)F)N4CCNCC4	7.2076
15974	Ki	36.0	CCC1=NC2=C(C=CN=C2N1CC3=CC=CC=C3)N4CCNCC4	7.4437
15975	Ki	829.0	CC1=NC2=C(C=CN=C2N1CC3=CC=CC=C3Cl)N4CCNCC4	6.0814
15976	Ki	26.0	CC1=CC(=CC=C1)CN2C(=NC3=C(C=CN=C32)N4CCNCC4)C	7.585
15977	Ki	126.0	CC(C)C1=NC2=C(N1CC3=CC(=CC=C3)Cl)C=CN=C2N4CCNCC4	6.8996
15978	Ki	57.0	CCC1=NC2=C(C=CN=C2N1CC3=C(C=CC(=C3)F)F)N4CCNCC4	7.2441
15979	Ki	1298.0	C1CN(CCN1)C2=C3C(=NC=C2)N(C=N3)CCC4=CC(=CC=C4)F	5.8867
15980	Ki	101.0	CC1=NC2=C(C=CN=C2N1CC3=CC=CC=C3)N4CCNCC4	6.9957
15981	Ki	56.0	CCC1=NC2=C(C=CN=C2N1CCC3=CC(=CC=C3)F)N4CCNCC4	7.2518
16002	Ki	3.0	C1CNC[C@H]1NC2=NC3=CC=CC=C3C4=C2C=CN4S(=O)(=O)C5=CC(=CC=C5)Cl	8.5229
16008	Ki	49.0	C1CNCC=C1C2=CN(C3=C2C=CC4=C3N=CC=C4)S(=O)(=O)C5=CC(=CC=C5)Cl	7.3098
16009	Ki	137.0	C1CNCC=C1C2=CN(C3=C2C=CC4=C3C=CC=N4)S(=O)(=O)C5=CC(=CC=C5)Br	6.8633
16010	Ki	61.0	C1CNCC=C1C2=CN(C3=C2C=CC4=C3N=CC=C4)S(=O)(=O)C5=CC(=CC=C5)Br	7.2147
16011	Ki	427.0	C1CNCC=C1C2=CN(C3=C2C=CC4=C3C=CC=N4)S(=O)(=O)C5=CC(=CC=C5)Cl	6.3696
16012	Ki	269.0	C1CNCC=C1C2=CN(C3=C2C=CC4=C3N=CC=C4)CC5=CC(=CC=C5)Cl	6.5702
16013	Ki	365.0	C1CNCC=C1C2=CN(C3=C2C=CC4=C3C=CC=N4)S(=O)(=O)C5=CC=CC(=C5)F	6.4377
16014	Ki	131.0	C1CNCC=C1C2=CN(C3=C2C=CC4=C3N=CC=C4)S(=O)(=O)C5=CC=CC=C5	6.8827
16015	Ki	45.0	C1CNCC=C1C2=CN(C3=C2C=CC4=C3N=CC=C4)S(=O)(=O)C5=CC=CC(=C5)F	7.3468
16016	Ki	711.0	C1CNCC=C1C2=CN(C3=C2C=CC4=C3C=CC=N4)S(=O)(=O)C5=CC=CC=C5	6.1481
16017	Ki	1837.0	C1CCCN(CC1)CCCCCOC2=CC=CC3=CC=CC=C32	5.7359
16018	Ki	2539.0	C1CCN(CC1)CCCCCOC2=CC=CC3=CC=CC=C32	5.5953
16063	Ki	10.0	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)Cl)CCNS(=O)(=O)C4=CC(=CC=C4)Cl	8.0
16066	Ki	180.0	CC1=C(C2=C(N1)C=CC(=C2)Cl)C3=CCN(CC3)CCNS(=O)(=O)C4=CC5=CC=CC=C5C=C4	6.7447
16067	Ki	330.0	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)Cl)CCCCNS(=O)(=O)C4=CC=CC(=C4)O	6.4815
16072	Ki	280.0	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)Cl)CCCNS(=O)(=O)C4=CC=CC5=CC=CC=C54	6.5528
16073	Ki	360.0	CC1=CC(=CC=C1)S(=O)(=O)NCCCCN2CCC(=CC2)C3=C(NC4=C3C=C(C=C4)Cl)C	6.4437
16074	Ki	300.0	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)Cl)CCCCNS(=O)(=O)C4=CC=C(C=C4)F	6.5229
16077	Ki	130.0	CC1=CC(=CC=C1)S(=O)(=O)NCCN2CCC(=CC2)C3=C(NC4=C3C=C(C=C4)Cl)C	6.8861
16078	Ki	180.0	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)Cl)CCCNS(=O)(=O)C4=CC=C(C=C4)Cl	6.7447
16079	Ki	3.5	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)Cl)CCNS(=O)(=O)C4=CC=CC(=C4)O	8.4559
16082	Ki	46.0	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)Cl)CCNS(=O)(=O)C4=CC=CC5=CC=CC=C54	7.3372
16085	Ki	220.0	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)Cl)CCCNS(=O)(=O)C4=CC5=CC=CC=C5C=C4	6.6576
16086	Ki	200.0	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)Cl)CCCNS(=O)(=O)C4=CC=CC(=C4)F	6.699
16087	Ki	250.0	CC1=CC(=CC=C1)S(=O)(=O)NCCCCN2CCC(=CC2)C3=CNC4=C3C=C(C=C4)F	6.6021
16090	Ki	36.0	CC1=CC(=CC=C1)S(=O)(=O)NCCCN2CCC(=CC2)C3=CNC4=C3C=C(C=C4)Cl	7.4437
16091	Ki	10.0	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)Cl)CCNS(=O)(=O)C4=CC=CC(=C4)F	8.0
16094	Ki	130.0	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)Cl)CCCCNS(=O)(=O)C4=CC=CC5=CC=CC=C54	6.8861
16095	Ki	250.0	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)F)CCCNS(=O)(=O)C4=CC5=CC=CC=C5C=C4	6.6021
16096	Ki	30.0	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)Cl)CCCNS(=O)(=O)C4=CC=CC(=C4)O	7.5229
16097	Ki	100.0	CC1=CC(=CC=C1)S(=O)(=O)NCCCN2CCC(=CC2)C3=C(NC4=C3C=C(C=C4)Cl)C	7.0
16098	Ki	210.0	CC1=CC(=CC=C1)S(=O)(=O)NCCCCN2CCC(=CC2)C3=CNC4=C3C=C(C=C4)Cl	6.6778
16101	Ki	34.0	CC1=CC(=CC=C1)S(=O)(=O)NCCN2CCC(=CC2)C3=CNC4=C3C=C(C=C4)F	7.4685
16102	Ki	250.0	CC1=C(C2=C(N1)C=CC(=C2)Cl)C3=CCN(CC3)CCCCNS(=O)(=O)C4=CC5=CC=CC=C5C=C4	6.6021
16103	Ki	92.0	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)Cl)CCCNS(=O)(=O)C4=CC=C(C=C4)F	7.0362
16104	Ki	35.0	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)Cl)CCNS(=O)(=O)C4=CC=C(C=C4)Cl	7.4559
16107	Ki	350.0	CC1=C(C2=C(N1)C=CC(=C2)Cl)C3=CCN(CC3)CCCNS(=O)(=O)C4=CC5=CC=CC=C5C=C4	6.4559
16108	Ki	9.2	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)Cl)CCNS(=O)(=O)C4=CC=C(C=C4)F	8.0362
16111	Ki	120.0	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)Cl)CCCNS(=O)(=O)C4=CC(=CC=C4)Cl	6.9208
16112	Ki	320.0	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)Cl)CCCCNS(=O)(=O)C4=CC=CC(=C4)F	6.4949
16113	Ki	20.0	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)Cl)CCNS(=O)(=O)C4=CC5=CC=CC=C5C=C4	7.699
16114	Ki	200.0	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)F)CCCCNS(=O)(=O)C4=CC5=CC=CC=C5C=C4	6.699
16115	Ki	60.0	CC1=CC(=CC=C1)S(=O)(=O)NCCCN2CCC(=CC2)C3=CNC4=C3C=C(C=C4)F	7.2218
16116	Ki	150.0	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)Cl)CCCCNS(=O)(=O)C4=CC=C(C=C4)Cl	6.8239
16117	Ki	67.0	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)F)CCNS(=O)(=O)C4=CC5=CC=CC=C5C=C4	7.1739
16118	Ki	110.0	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)Cl)CCCCNS(=O)(=O)C4=CC(=CC=C4)Cl	6.9586
16119	Ki	100.0	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)Cl)CCCCNS(=O)(=O)C4=CC5=CC=CC=C5C=C4	7.0
16120	Ki	791.0	C1CN(CCC1CCN2CCN(CC2)C3=CC(=C(C=C3)Cl)Cl)S(=O)(=O)C4=CC=CC5=C4C=CC=N5	6.1018
16121	Ki	3802.0	C1CN(CCC1CCN2CCN(CC2)C3=CC(=CC=C3)F)S(=O)(=O)C4=CN=CC5=CC=CC=C54	5.42
16122	Ki	1863.0	C1CN(CCC1CCN2CCN(CC2)C3=CC=C(C=C3)F)S(=O)(=O)C4=CN=CC5=CC=CC=C54	5.7298
16123	Ki	1041.0	C1CN(CCC1CCN2CCN(CC2)C3=CC(=C(C=C3)Cl)Cl)S(=O)(=O)C4=CN=CC5=CC=CC=C54	5.9825
16124	Ki	640.0	C1CN(CCC1CCN2CCN(CC2)C3=CC=CC(=C3)C(F)(F)F)S(=O)(=O)C4=CC=CC5=C4C=CC=N5	6.1938
16125	Ki	1020.0	C1CN(CCC1CCN2CCN(CC2)C3=CC=C(C=C3)Cl)S(=O)(=O)C4=CC=CC5=C4C=CC=N5	5.9914
16126	Ki	1185.0	C1CN(CCC1CCN2CCN(CC2)C3=CC(=CC=C3)Cl)S(=O)(=O)C4=CN=CC5=CC=CC=C54	5.9263
16127	Ki	309.0	C1CN(CCC1CCN2CCN(CC2)C3=C(C(=CC=C3)Cl)Cl)S(=O)(=O)C4=CN=CC5=CC=CC=C54	6.51
16128	Ki	1016.0	C1CN(CCC1CCN2CCN(CC2)C3=CC=CC(=C3)C(F)(F)F)S(=O)(=O)C4=CN=CC5=CC=CC=C54	5.9931
16129	Ki	401.0	C1CN(CCC1CCN2CCN(CC2)C3=C(C(=CC=C3)Cl)Cl)S(=O)(=O)C4=CC=CC5=C4C=CC=N5	6.3969
16130	Ki	6712.0	C1CN(CCC1CCN2CCN(CC2)C3=CC=CC=C3)S(=O)(=O)C4=CC=CC5=C4C=CC=N5	5.1731
16131	Ki	445.0	C1CN(CCC1CCN2CCN(CC2)C3=CC(=CC=C3)Cl)S(=O)(=O)C4=CC=CC5=C4C=CC=N5	6.3516
16132	Ki	8279.0	C1CN(CCC1CCN2CCN(CC2)C3=CC(=CC=C3)F)S(=O)(=O)C4=CC=CC5=C4C=CC=N5	5.082
16133	Ki	2412.0	C1CN(CCC1CCN2CCN(CC2)C3=CC=CC=C3)S(=O)(=O)C4=CN=CC5=CC=CC=C54	5.6176
16134	Ki	1459.0	C1CN(CCC1CCN2CCN(CC2)C3=CC=C(C=C3)F)S(=O)(=O)C4=CC=CC5=C4C=CC=N5	5.8359
16161	Ki	2707.0	CN1CCN(CC1)C2=NC(=NC(=N2)N)C3=CC=C(C=C3)Cl	5.5675
16162	Ki	158.0	CN1CCN(CC1)C2=NC(=NC(=N2)N)CC3=CC(=CC=C3)OC	6.8013
16163	Ki	64.0	CN1CCN(CC1)C2=NC(=NC(=N2)N)CC3=CC(=CC=C3)F	7.1938
16164	Ki	305.0	CN1CCN(CC1)C2=NC(=NC(=N2)N)CC3=CC=CS3	6.5157
16165	Ki	22.0	CN1CCN(CC1)C2=NC(=NC(=N2)N)CC3=CNC4=CC=CC=C43	7.6576
16166	Ki	100.0	CN1CCN(CC1)C2=NC(=NC(=N2)N)CC3=CC=C(C=C3)F	7.0
16167	Ki	95.0	CN1CCN(CC1)C2=NC(=NC(=N2)N)CC3=CC=CC=C3	7.0223
16168	Ki	1828.0	CN1CCN(CC1)C2=NC(=NC(=N2)N)CC3=CC=NC=C3	5.738
16169	Ki	440.0	CN1CCN(CC1)C2=NC(=NC(=N2)N)CC3=CC=C(C=C3)OC	6.3565
16170	Ki	32.0	CN1CCN(CC1)C2=NC(=NC(=N2)N)CC3=CC(=C(C=C3)Cl)Cl	7.4949
16171	Ki	193.0	CN1CCN(CC1)C2=NC(=NC(=N2)N)CC3=CC=CC=C3OC	6.7144
16172	Ki	28.0	CN1CCN(CC1)C2=NC(=NC(=N2)N)CC3=CC(=CC=C3)Cl	7.5528
16173	Ki	80.0	CC1=CC=CC=C1CC2=NC(=NC(=N2)N3CCN(CC3)C)N	7.0969
16174	Ki	30.0	CC1=CC(=CC=C1)CC2=NC(=NC(=N2)N3CCN(CC3)C)N	7.5229
16175	Ki	20.0	CN1CCN(CC1)C2=NC(=NC(=N2)N)CC3=CC=CC4=CC=CC=C43	7.699
16176	Ki	56.0	CN1CCN(CC1)C2=NC(=NC(=N2)N)CC3=CC=CC=C3Cl	7.2518
16177	Ki	52.0	CN1CCN(CC1)C2=NC(=NC(=N2)N)CC3=CC=C(C=C3)Cl	7.284
16178	Ki	88.0	CN1CCN(CC1)C2=NC(=NC(=N2)N)CC3=CC=CC=C3F	7.0555
16179	Ki	64.0	CC1=CC=C(C=C1)CC2=NC(=NC(=N2)N3CCN(CC3)C)N	7.1938
16231	Ki	2.5	C1=CC=C2C(=C1)C=CN2S(=O)(=O)C3=CC=C(C=C3)CCN	8.6021
16232	Ki	49.0	C1CC2=C(CC1N)C=CC=C2NS(=O)(=O)C3=CC=CC=C3	7.3098
16290	Ki	2.13	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=C(C=C4)Br	8.6716
16291	Ki	29.6	CC(C)C1=CC=C(C=C1)S(=O)(=O)N2C3=C(C=C(C=C3)OC)C(=C2Cl)CN4CCN(CC4)C	7.5287
16292	Ki	1.7	CCN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=C(C=C4)C(C)C	8.7696
16293	Ki	12.0	CN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)F)S(=O)(=O)C4=CC=CC=C4Br	7.9208
16294	Ki	150.0	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=C(C=C4)OC(F)(F)F	6.8239
16295	Ki	385.0	CC(=O)N1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4Br	6.4145
16296	Ki	64.0	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=C(C=CC=C4F)F	7.1938
16297	Ki	4.3	CN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=CC=C4	8.3665
16298	Ki	365.0	C1CN(CCN1CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4Br)C(=O)C5=CC=CC=C5.Cl	6.4377
16299	Ki	34.9	CN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)O)S(=O)(=O)C4=CC=C(C=C4)F.Cl.Cl	7.4572
16300	Ki	19.0	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC(=CC=C4)Br	7.7212
16304	Ki	14.3	CN1CCN(CC1)CC2=CN(C3=C2C(=CC=C3)OC)S(=O)(=O)C4=CC=CC=C4Br.Cl.Cl	7.8447
16305	Ki	348.0	CN1CCN(CC1)CC2=NN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=CC=C4Br	6.4584
16306	Ki	31.2	CN1CCN(CC1)CC2=CN(C3=C2C(=CC=C3)Cl)S(=O)(=O)C4=CC=C(C=C4)F	7.5058
16307	Ki	5.7	CC(C)C1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=C2C=CC(=C3)OC)CN4CCNCC4.Cl.Cl	8.2441
16308	Ki	312.0	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)CC4=CC=CC=C4Br	6.5058
16309	Ki	194.0	CN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)SC)S(=O)(=O)C4=CC=CC=C4Br	6.7122
16313	Ki	6.0	CC(C)C1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=CC=CC=C32)CN4CCN(CC4)C	8.2218
16314	Ki	64.0	CC1=CC(=C(C=C1)C)S(=O)(=O)N2C=C(C3=CC=CC=C32)CN4CCN(CC4)C	7.1938
16318	Ki	16.3	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC(=CC=C4)Cl	7.7878
16319	Ki	7.5	C1CN(CCN1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4	8.1249
16320	Ki	59.7	CN1CCN(CC1)CC2=CN(C3=C2C=CC(=C3)Cl)S(=O)(=O)C4=CC=C(C=C4)Br	7.224
16321	Ki	7.8	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4F	8.1079
16322	Ki	17.0	CN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)Br)S(=O)(=O)C4=CC=C(C=C4)F	7.7696
16323	Ki	55.6	CC1=C(C2=CC=CC=C2N1S(=O)(=O)C3=CC=C(C=C3)F)CN4CCN(CC4)C	7.2549
16324	Ki	7.8	CN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=CC5=CC=CC=C54	8.1079
16325	Ki	15.5	CC1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=C2C=CC(=C3)OC)CN4CCN(CC4)C	7.8097
16326	Ki	95.0	C1CN(CCN1)CC2=CN(C3=C2N=CC=C3)S(=O)(=O)C4=CC=CC=C4Br.Cl.Cl	7.0223
16327	Ki	100.0	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=C(C=CC=C4Cl)Cl	7.0
16328	Ki	25.1	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=C(C=C4)OC	7.6003
16329	Ki	4.5	C1CN(CCN1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4Br.Cl.Cl	8.3468
16330	Ki	35.7	CN1CCN(CC1)CC2=CN(C3=C2C=CC(=C3)Cl)S(=O)(=O)C4=CC=CC=C4	7.4473
16331	Ki	348.0	COC1=CC2=C(C=C1)N(C=C2CN3CCN(CC3)CCF)S(=O)(=O)C4=CC=CC=C4Br	6.4584
16332	Ki	6.7	CCN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=CC=C4Br	8.1739
16333	Ki	18.4	CN1CCN(CC1)CC2=CN(C3=C2C(=CC=C3)OC)S(=O)(=O)C4=CC=C(C=C4)F	7.7352
16334	Ki	50.0	CC(C)C1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=C2C=CC(=C3)O)CN4CCN(CC4)C.Cl.Cl	7.301
16335	Ki	5.7	CN1CCCN(CC1)CC2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=CC=C4Br	8.2441
16336	Ki	277.0	CN1CCN(CC1)CC2=CN(C3=C2C=CC=N3)S(=O)(=O)C4=CC=CC=C4	6.5575
16337	Ki	398.0	CN1CCN(CC1)CCC2=CN(C3=C2C=C(C=C3)Br)S(=O)(=O)C4=CC=CC=C4Br.Cl.Cl	6.4001
16338	Ki	37.8	CN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=C(C=C4)OC(F)(F)F	7.4225
16339	Ki	11.5	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC5=CC=CC=C54	7.9393
16340	Ki	119.0	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC(=C(C=C4)F)F	6.9245
16341	Ki	7.79	CN1CCCN(CC1)CC2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=C(C=C4)F.Cl.Cl	8.1085
16342	Ki	58.0	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC(=C4)F	7.2366
16343	Ki	1.3	COC1=CC2=C(C=C1)N(C=C2CN3CCNCC3)S(=O)(=O)C4=CC=CC=C4Br.CS(=O)(=O)O.CS(=O)(=O)O.O.O	8.8861
16350	Ki	23.5	CN1CCN(CC1)CC2=CN(C3=C2C(=CC=C3)Cl)S(=O)(=O)C4=CC=CC=C4Br	7.6289
16351	Ki	29.0	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=C(C=C(C=C4)F)Cl	7.5376
16352	Ki	30.0	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=C(C=C(C=C4)F)F	7.5229
16353	Ki	9.6	CC1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=CC=CC=C32)CN4CCN(CC4)C	8.0177
16354	Ki	96.3	CN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)OCC(F)(F)F)S(=O)(=O)C4=CC=C(C=C4)Br	7.0164
16355	Ki	9.2	CN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)F)S(=O)(=O)C4=CC=C(C=C4)Br	8.0362
16356	Ki	133.0	C1CN(CCN1CC2=CC=CC=C2)CC3=CN(C4=CC=CC=C43)S(=O)(=O)C5=CC=CC=C5Br	6.8761
16357	Ki	10.2	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4Br	7.9914
16358	Ki	28.2	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=C(C=C(C=C4)Cl)Cl	7.5498
16359	Ki	6.9	COC1=CC2=C(C=C1)N(C=C2CN3CCNCC3)S(=O)(=O)C4=CC=C(C=C4)F.CS(=O)(=O)O.CS(=O)(=O)O	8.1612
16360	Ki	482.0	CN1CCN(CC1)CC2=CNC3=CC=CC=C32	6.317
16361	Ki	200.0	CN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)[N+](=O)[O-])S(=O)(=O)C4=CC=CC=C4Br	6.699
16362	Ki	18.7	CN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)O)S(=O)(=O)C4=CC=CC=C4Br	7.7282
16366	Ki	9.2	CC(C)C1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=C2C=CC=C3Cl)CN4CCN(CC4)C	8.0362
16367	Ki	18.3	CN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=C(C=C4)OC	7.7375
16368	Ki	20.0	CCN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=C(C=C4)F	7.699
16372	Ki	289.0	CN1CCN(CC1)CCC2=CN(C3=C2C=C(C=C3)Br)S(=O)(=O)C4=CC(=CC=C4)Br.Cl.Cl	6.5391
16373	Ki	36.3	CC(C)OC1=CC2=C(C=C1)N(C=C2CN3CCN(CC3)C)S(=O)(=O)C4=CC=CC=C4Br	7.4401
