	Standard Value	Smiles	Standard Activity
229	0.3162	COC1=C(C=C(C=C1)S(=O)(=O)N2CCC3=C2C=C(C=C3)I)N4CCNCC4	1
230	31.62	COC1=C(C=C(C=C1)S(=O)(=O)NC2=C(C(=CC(=C2)F)F)Cl)N3CCNCC3	1
231	2.512	COC1=C(C=C(C=C1)S(=O)(=O)NC2=C(C(=CC(=C2)Br)Br)Cl)N3CCNCC3	1
232	1.259	COC1=C(C=C(C=C1)Cl)NS(=O)(=O)C2=CC(=C(C=C2)OC)N3CCNCC3	1
233	3.981	COC1=C(C=C(C=C1)C(F)(F)F)NS(=O)(=O)C2=CC(=C(C=C2)OC)N3CCNCC3	1
234	3.162	COC1=C(C=C(C=C1)S(=O)(=O)N2CCCC3=C2C=CC(=C3)Br)N4CCNCC4	1
235	7.4	CN(C)CCC1=CN(C2=C1C(=CC=C2)OC)S(=O)(=O)C3=C(C=CC(=C3)OC)OC	1
236	1.3	CN(C)CCC1=CN(C2=C1C=C(C=C2)OC)S(=O)(=O)C3=C(C=CC(=C3)OC)OC	1
237	93.0	CN(C)CCC1=CN(C2=C1C=CC=C2OC)S(=O)(=O)C3=CC=C(C=C3)OC	1
238	183.0	CN(C)CCC1=CN(C2=C1C=CC=C2OC)S(=O)(=O)C3=C(C=CC(=C3)OC)OC	1
239	45.0	CN(C)CCC1=CN(C2=C1C=CC=C2OC)S(=O)(=O)C3=CC=C(C=C3)Cl	1
240	9.5	CN(C)CCC1=CN(C2=C1C=CC(=C2)OC)S(=O)(=O)C3=C(C=CC(=C3)OC)OC	1
241	0.6	C1CC2CC(CCN2C1)C3=CC4=C(C=C3)C=CN4S(=O)(=O)C5=CC=CC6=CC=CC=C65	1
242	1.7	C1CCN2CCN(CC2C1)C3=CC4=C(C=C3)C=CN4S(=O)(=O)C5=CC=CC6=CC=CC=C65	1
243	5.7	C1CCN2CCN(CC2C1)C3=CC4=C(C=C3)C=CN4S(=O)(=O)C5=CC=CC=C5	1
244	3.0	C1CCN2CCN(CC2C1)C3=CC4=C(C=C3)C=CN4S(=O)(=O)C5=CC6=CC=CC=C6C=C5	1
245	4.7	C1CC2CC(CCN2C1)(C3=CC4=C(C=C3)C=CN4S(=O)(=O)C5=CC=CC6=CC=CC=C65)O	1
246	3.3	CC1=CC=C(C=C1)S(=O)(=O)N2C=CC3=C2C=C(C=C3)N4CCN5CCCC5C4	1
247	1.3	C1CC2CC(=CCN2C1)C3=CC4=C(C=C3)C=CN4S(=O)(=O)C5=CC=CC6=CC=CC=C65	1
248	4.9	CC1=CC=C(C=C1)S(=O)(=O)N2C=CC3=C2C=C(C=C3)N4CCN5CCCCC5C4	1
249	3.6	C1CCN2CCN(CC2C1)C3=CC4=C(C=C3)C=CN4S(=O)(=O)C5=C(C=C(C=C5)F)F	1
250	14.9	CN(C)CCN1C=CC2=C(C=CC=C21)NS(=O)(=O)C3=CC4=CC=CC=C4C=C3	1
251	1.9	CN(C)CCN1C=CC2=C1C=CC(=C2)NS(=O)(=O)C3=C(N=C4N3C=CS4)Cl	1
252	94.2	CN(C)CCN1C=CC2=C1C=CC(=C2)NS(=O)(=O)C3=CC=CC4=CC=CC=C43	1
253	90.2	CC1=C(SC2=C1C=C(C=C2)Cl)S(=O)(=O)NC3=CC4=C(C=C3)C=CN4CCN(C)C	1
254	97.3	CCN(CC)CCN1C=CC2=C1C=CC(=C2)NS(=O)(=O)C3=C(N=C4N3C=CS4)Cl	1
255	0.2	CN(C)CCC1=CNC2=C1C=C(C=C2)NS(=O)(=O)C3=CC4=C(C=C3)C(=CC=C4)Cl	1
256	74.6	CC1=CC2=C(N1CCN(C)C)C=CC(=C2)NS(=O)(=O)C3=C(N=C4N3C=CS4)Cl	1
257	18.4	CN(C)C(=O)C(=O)C1=CNC2=C1C=C(C=C2)NS(=O)(=O)C3=C(N=C4N3C=CS4)Cl	1
258	52.2	C1CCN(C1)CCN2C=CC3=C2C=C(C=C3)NS(=O)(=O)C4=C(N=C5N4C=CS5)Cl	1
259	224.4	CCN(CC)C(=O)C(=O)C1=CNC2=C1C=C(C=C2)NS(=O)(=O)C3=C(N=C4N3C=CS4)Cl	1
260	6.8	CN1CCC(CC1)C2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=C(C=C4)C5=CC=CC=C5	1
261	4.0	CC1=C(SC2=C1C=C(C=C2)Cl)S(=O)(=O)NC3=CC4=C(C=C3)NC=C4CCN5CCCC5	1
262	165.9	CC1=C2C(=CC=C1)COC(=O)N2C3CCN(CC3)S(=O)(=O)C4=CC=CC5=C4N=CC=C5	1
263	1.0	CCN(CC)CCC1=CNC2=C1C=C(C=C2)NS(=O)(=O)C3=CC=C(C=C3)C4=CC=CC=C4	1
264	7.2	CCCCN(CCCC)CCC1=CNC2=C1C=C(C=C2)NS(=O)(=O)C3=CC=CC4=CC=CC=C43	1
265	151.9	C1CN(CCC1N2C3=CC=CC=C3COC2=O)S(=O)(=O)C4=CC=CC5=C4N=CC=C5	1
266	9.3	CCN(CC)CCC1=CNC2=C1C=C(C=C2)NS(=O)(=O)C3=CC(=CC(=C3)Cl)Cl	1
267	125.8	C1CN(CCC1N2C3=CC=CC=C3COC2=O)S(=O)(=O)C4=CSC5=CC=CC=C54	1
268	140.5	CCN(CC)CCN1C=CC2=C1C=CC(=C2)NS(=O)(=O)C3=CC4=CC=CC=C4C=C3	1
269	0.8	CN(C)CCC1=CNC2=C1C=C(C=C2)NS(=O)(=O)C3=CC=CC4=CC=CC=C43	1
270	3.9	CCCN(CCC)CCC1=CNC2=C1C=C(C=C2)NS(=O)(=O)C3=CC4=CC=CC=C4C=C3	1
271	336.0	CC1=C2C(=CC=C1)COC(=O)N2C3CCN(CC3)S(=O)(=O)C4=CC=CC5=C4C=CC=C5N(C)C	1
272	117.0	C1COCCN1CCC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=NC5=CC=CC=C5C=C4	1
273	24.3	CN1CCC(CC1)C2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=C(S4)Cl	1
274	0.1	CC1=C(SC2=C1C=C(C=C2)Cl)S(=O)(=O)NC3=CC4=C(C=C3)NC=C4CCN(C)C	1
275	21.2	CN1CCC(CC1)C2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=CC5=C4N=CC=C5	1
276	132.0	C1COCCN1CCC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC5=CC=CC=C5C=C4	1
277	9.6	CN1CCC(CC1)C2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=CC5=C4C=CC=C5Cl	1
278	5.3	CC1=C(SC2=C1C=C(C=C2)Cl)S(=O)(=O)NC3=CC4=C(C=C3)NC=C4CN(C)C	1
279	2.2	CN(C)CCC1=CNC2=C1C=C(C=C2)NS(=O)(=O)C3=C(N=C4N3C=CS4)Cl	1
280	74.5	CN(C)CCN1C=CC2=C1C=C(C=C2)NS(=O)(=O)CCC3=CC=CC4=CC=CC=C43	1
281	3.3	CCN(CC)CCC1=CNC2=C1C=C(C=C2)NS(=O)(=O)C3=CC=CC4=C3C=CC=C4Cl	1
282	19.8	CN(C)CCN1C=CC2=C1C=C(C=C2)NS(=O)(=O)C3=CC=CC4=CC=CC=C43	1
283	194.8	C1CCN(C1)CCN2C=CC3=C2C=C(C=C3)NS(=O)(=O)CCC4=CC=CC5=CC=CC=C54	1
284	0.3	CCN(CC)CCC1=CNC2=C1C=C(C=C2)NS(=O)(=O)C3=C(C4=C(S3)C=CC(=C4)Cl)C	1
285	41.2	CN(C)CCN1C=CC2=C1C=C(C=C2)NS(=O)(=O)C3=CC4=CC=CC=C4C=C3	1
286	246.2	CC1=C2C(=CC=C1)COC(=O)N2C3CCN(CC3)S(=O)(=O)C4=CC=CC5=CC=CC=C54	1
287	116.2	CCN(CC)CCN1C=CC2=C1C=CC(=C2)NS(=O)(=O)C3=CC=CC4=CC=CC=C43	1
288	3.5	CCN(CC)CCC1=CNC2=C1C=C(C=C2)NS(=O)(=O)C3=CC=CC4=CC=CC=C43	1
289	163.5	C1COCCN1CCC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=CC5=CC=CC=C54	1
290	51.7	C1CN(CCC1N2C3=CC=CC=C3COC2=O)S(=O)(=O)C4=CC=CC5=CC=CC=C54	1
291	1.0	CC1=C(SC2=C1C=C(C=C2)Cl)S(=O)(=O)NC3=CC4=C(C=C3)NC=C4C5CCN(CC5)C	1
292	4.7	CN1CCC(CC1)C2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=CC5=CC=CC=C54	1
293	31.4	C1CCN(CC1)CCN2C=CC3=C2C=CC(=C3)NS(=O)(=O)C4=C(N=C5N4C=CS5)Cl	1
294	55.2	CN(C)CCN1C=CC2=C1C=C(C=C2)NS(=O)(=O)C3=C(N=C4N3C=CS4)Cl	1
295	100.8	C1CCN(C1)CCN2C=CC3=C2C=C(C=C3)NS(=O)(=O)C4=CC5=CC=CC=C5C=C4	1
296	0.5	CCCN(CCC)CCC1=CNC2=C1C=C(C=C2)NS(=O)(=O)C3=C(C4=C(S3)C=CC(=C4)Cl)C	1
297	0.4	CN(C)CCC1=CNC2=C1C=C(C=C2)NS(=O)(=O)C3=CC=C(C=C3)C4=CC=CC=C4	1
298	15.1	CC1=C(SC2=C1C=C(C=C2)Cl)S(=O)(=O)NC3=CC4=C(C=C3)NC=C4CCN5CCOCC5	1
299	18.6	C1CCN(C1)CCN2C=CC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=CC5=CC=CC=C54	1
300	163.0	CCN(CC)CCCC1=CNC2=C1C=C(C=C2)NS(=O)(=O)C3=CC4=CC=CC=C4C=C3	1
301	4.3	C1CCN(C1)CCC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC5=CC=CC=C5C=C4	1
302	107.4	CC1=C(SC2=C1C=C(C=C2)Cl)S(=O)(=O)N3CCC(CC3)N4C5=CC=CC=C5COC4=O	1
303	85.8	CC1=CC2=C(N1CCN(C)C)C=CC(=C2)NS(=O)(=O)C3=CC4=CC=CC=C4C=C3	1
304	131.3	CC1=C2C(=CC=C1)COC(=O)N2C3CCN(CC3)S(=O)(=O)C4=C(C=CC(=C4)OC)OC	1
305	4.5	C1CCN(C1)CCC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=CC5=CC=CC=C54	1
306	124.5	CC1=C2C(=CC=C1)COC(=O)N2C3CCN(CC3)S(=O)(=O)C4=CSC5=CC=CC=C54	1
307	123.6	CC1=CC2=C(N1CCN(C)C)C=CC(=C2)NS(=O)(=O)C3=CC=CC4=CC=CC=C43	1
308	9.8	C1CCN(C1)CCN2C=CC3=C2C=CC(=C3)NS(=O)(=O)C4=C(N=C5N4C=CS5)Cl	1
309	57.7	CN(C)CCN1C=CC2=C1C=CC(=C2)NS(=O)(=O)C3=CC4=CC=CC=C4C=C3	1
310	57.7	CC1=CC2=C(C=CC=C2N1CCN(C)C)NS(=O)(=O)C3=C(C4=C(S3)C=CC(=C4)Cl)C	1
311	64.7	CN(C)CCN1C=CC2=C(C=CC=C21)NS(=O)(=O)C3=CC=CC4=CC=CC=C43	1
312	108.8	CC1=C(SC2=C1C=C(C=C2)Cl)S(=O)(=O)NC3=CC4=C(C=C3)C=CN4CCN5CCCC5	1
313	5.3	CCN(CC)CCC1=CNC2=C1C=C(C=C2)NS(=O)(=O)C3=CC4=CC=CC=C4C=C3	1
314	1.0	CC(C)C1=CC=C(C=C1)S(=O)(=O)NC2=CC3=C(C=C2)NC=C3C[C@H]4CCCN4	1
315	1.0	CC1=CC=C(C=C1)S(=O)(=O)NC2=CC3=C(C=C2)NC=C3C[C@H]4CCCN4C	1
316	9.0	C1C[C@@H](NC1)CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=C(C=C(C=C4)F)Cl	1
317	35.0	CN1CCC[C@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=C(C=C(C=C4)F)Cl	1
318	4.0	C1C[C@@H](NC1)CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=CC=C4	1
319	131.0	C1C[C@H](NC1)CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=C(C=C(C=C4)F)F	1
320	1.0	C1C[C@@H](NC1)CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)CC4=CC=CC=C4I	1
321	8.0	CN1CCC[C@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=C(C=C4)OC(F)(F)F	1
322	3.0	CC(C)C1=CC=C(C=C1)S(=O)(=O)NC2=CC3=C(C=C2)NC=C3C[C@@H]4CCCN4C	1
323	1.0	CN1CCC[C@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC5=CC=CC=C5C=C4	1
324	7.0	CN1CCC[C@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC(=C(C=C4)Cl)Cl	1
325	36.0	C1C[C@H](NC1)CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC(=CC=C4)Cl	1
326	57.0	C1C[C@H](NC1)CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=C(C=C4)Br	1
327	16.0	CN1CCC[C@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=CC=C4	1
328	22.0	CN1CCC[C@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=CC=C4Cl	1
329	11.0	CN1CCC[C@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC(=CC=C4)Cl	1
330	12.0	CN1CCC[C@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=CC(=C4)C(F)(F)F	1
331	34.0	CN1CCC[C@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=C(C=C4)OC	1
332	10.0	CN1CCC[C@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=C(C=C4)C(F)(F)F	1
333	1.0	CN1CCC[C@@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC5=CC=CC=C5C=C4	1
334	1.0	CN1CCC[C@@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC(=C(C=C4)Cl)Cl	1
335	2.0	C1C[C@@H](NC1)CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC(=CC=C4)Cl	1
336	4.0	C1C[C@@H](NC1)CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=C(C=C4)F	1
337	3.0	C1C[C@@H](NC1)CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=C(C=C4)Br	1
338	8.0	C1C[C@@H](NC1)CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=C(C=C(C=C4)F)F	1
339	0.4	CN1CCC[C@@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC(=CC=C4)Cl	1
340	1.0	CN1CCC[C@@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=CC(=C4)C(F)(F)F	1
341	1.0	CN1CCC[C@@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=C(C=C4)OC	1
342	0.4	CN1CCC[C@@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=C(C=C4)C(F)(F)F	1
343	1.0	CN1CCC[C@@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=C(C=C4)OC(F)(F)F	1
344	1.0	CC(C)C1=CC=C(C=C1)S(=O)(=O)NC2=CC3=C(C=C2)NC=C3C[C@H]4CCCN4C	1
345	3.0	C1C[C@@H](NC1)CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=CC=C4Cl	1
346	3.0	C1C[C@@H](NC1)CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=C(C=C4)Cl	1
347	1.0	CN1CCC[C@@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=C(C=C4)F	1
348	1.0	C1C[C@@H](NC1)CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=C(C=C4)I	1
349	1.0	CN1CCC[C@@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=CC=C4	1
350	1.0	CN1CCC[C@@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=CC=C4Cl	1
351	2.0	CC1=C(SC2=C1C=C(C=C2)Cl)S(=O)(=O)NC3=CC4=C(C=C3)NC=C4C[C@@H]5CCCN5C	1
352	3.0	C1C[C@@H](NC1)CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC(=C(C=C4)Cl)Cl	1
353	24.0	CN1CCC[C@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=C(C=CC(=C4)Cl)OC	1
354	9.0	CN1CCC[C@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=C(C=C4)Br	1
355	4.0	CC1=CC=C(C=C1)S(=O)(=O)NC2=CC3=C(C=C2)NC=C3C[C@H]4CCCN4	1
356	1.0	CC1=C(C(=NO1)C)S(=O)(=O)NC2=CC3=C(C=C2)NC=C3C[C@H]4CCCN4C	1
357	4.0	C1C[C@@H](NC1)CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=CC=C4F	1
358	5.0	CN1CCC[C@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=CC=C4Br	1
359	4.0	C1C[C@@H](NC1)CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=CC(=C4)C(F)(F)F	1
360	1.0	CN1CCC[C@@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=CC=C4F	1
361	5.0	C1C[C@@H](NC1)CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=C(C=C4)OC(F)(F)F	1
362	0.3	CN1CCC[C@@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=C(C=C4)I	1
363	6.31	C1=CC=C2C(=C1)C(=CN2S(=O)(=O)C3=CC=C(C=C3)N)CN	1
364	19.95	CCOC(=O)C1=C(C2=CC=CC=C2N1)CCN	1
365	1.259	COC1=CC=CC(=C1)C2=NOC(=N2)C3=C(C4=CC=CC=C4N3)CCN	1
366	39.81	COC1=CC(=CC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N)N	1
367	3.162	C1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=CC=CC=C32)CN	1
368	251.19	CC[N+](C)(CC)CCC1=CN(C2=C1C=C(C=C2)OC)S(=O)(=O)C3=CC=C(C=C3)NC(=O)C	1
369	1.0	C1CNCCC1C2=CNC3=C2C=C(C=C3)OS(=O)(=O)C4=C(C=CC=C4F)F	1
370	630.96	C1=CC(=CC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N)N	1
371	0.1259	CON1CCN(CC1)C2=CC=C(C=C2)S(=O)(=O)C3=CC=CC4=CC=CC=C43	1
372	1258.93	C1=CC(=CC2=C1C=CN2)NS(=O)(=O)C3=CC=C(C=C3)N	1
373	0.1259	C1CN(CCN1)C2=CC=CC3=C2C=C(N3)S(=O)(=O)C4=CC=CC=C4	1
374	79.43	CC1=C(SC2=C1C=C(C=C2)Cl)S(=O)(=O)NC3=CC4=CC(=CN=C4C=C3)N5CCNCC5	1
375	63.1	CC1=C(SC2=C1C=C(C=C2)Cl)S(=O)(=O)NC3=C4C=CN(C4=CC=C3)CCN	1
376	0.1995	C1=CC2=C(C=CC(=C2)S(=O)(=O)NC3=CC4=C(C=C3)NC=C4CCN)C(=C1)Cl	1
377	31.62	C1CCC2=C(C1)C3=CC=CC=C3N2S(=O)(=O)C4=CC=C(C=C4)N	1
378	5.012	COC1=CC=CC2=C1N(C=C2CCN)S(=O)(=O)C3=CC4=CC=CC=C4C=C3	1
379	0.7943	COC1=C(C=C(C=C1)NS(=O)(=O)C2=CC(=CC=C2)I)N3CCNCC3	1
380	0.7943	COC1=CC2=C(C=C1)N(C=C2CCN)S(=O)(=O)C3=CC=CC4=CC=CC=C43	1
381	0.1995	C1CN2C=CCC2CN1C3=CC4=C(C=C3)C=CN4S(=O)(=O)C5=CC6=CC=CC=C6C=C5	1
382	63.1	C1=CC2=C(C=CN2)C(=C1)NS(=O)(=O)C3=CC=C(C=C3)N	1
383	1000.0	C1CCN(CC1)CCCN2C=CC3=C2C=CC(=C3)NS(=O)(=O)C4=C(N=C5N4C=CS5)Cl	1
384	6.0	CN(C)CCC1=CN(C2=CC=CC=C21)CC3=CC=CC=C3	1
385	32.0	CN(C)CCN1C=C(C2=CC=CC=C21)CC3=CC=CC=C3	1
386	3.0	CNCCC1=CC(C2=CC=CC=C21)CC3=CC=CC=C3	1
387	100.0	CNCCC1=CC(C2=CC=CC=C21)CCC3=CC=CC=C3	1
388	12.0	CN(C)CCC1=CN(C2=CC=CC=C21)CCC3=CC=CC=C3	1
389	2530.0	C1=CC=C2C(=C1)C(=CN2)CC3=CC=C(C=C3)N	1
390	4200.0	C1CC2=CC=CC=C2C1SC3=CC=C(C=C3)N	1
391	740.0	C1CC2=CC=CC=C2C1S(=O)(=O)C3=CC=C(C=C3)N	1
392	6100.0	C1CC2=CC=CC=C2C1CC3=CC=C(C=C3)N	1
393	57.0	CN(C)CCC1=C/C(=C\C2=CC=CC=C2)/C3=CC=CC=C31	1
394	640.0	C1=CC=C\2C(=C1)C=C/C2=C\C3=CC=C(C=C3)N	1
395	50.0	CN(C)CCN1C=C(C2=CC=CC=C21)CC3=CC=C(C=C3)N	1
396	11800.0	C1C=C(C2=CC=CC=C21)CC3=CC=C(C=C3)N	0
397	4470.0	C1=CC=C2C(C=CC2=C1)CC3=CC=C(C=C3)N	1
398	1.2	COC1=CC=CC=C1N2CCNCC2	1
399	0.9	C1CN(CCN1)C2=CC=C(C3=CC=CC=C32)S(=O)(=O)C4=CC=C(C=C4)N.Cl	1
400	21.0	CCC1=CC2=CC=CC=C2C(=C1)N3CCNCC3.Cl	1
401	9.3	C1CN(CCN1)C2=CC(=CC3=CC=CC=C32)C4=CC=CC=C4.Cl	1
402	63.0	C1=CC=C2C(=C1)C=CC=C2S(=O)(=O)C3=CC=C(C=C3)NO.Cl	1
403	57.0	C1CN(CCN1)C2=CC=C(C3=CC=CC=C32)C(=O)C4=CC=CC=C4.C(=O)(C(=O)O)O	1
404	35.0	C1CN(CCN1)C2=CC=C(C3=CC=CC=C32)CC4=CC=CC=C4.C(=O)(C(=O)O)O	1
405	3.8	C1CN(CCN1)C2=CC=C(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4.C(=O)(C(=O)O)O	1
406	34.0	C1=CC=C2C(=C1)C=CC=C2S(=O)(=O)C3=CC=C(C=C3)N	1
407	54.0	C1CN(CCN1)C2=CC=C(C3=CC=CC=C32)Br.C(=O)(C(=O)O)O	1
408	190.0	C1CN(CCN1)C2=CC=C(C3=CC=CC=C32)C4=CC=CC=C4.C(=O)(C(=O)O)O	1
409	98.0	CN1CCC(=CC1)C2=CNC3=CC=CC=C32	1
410	10.0	CN1CCC(=CC1)C2=CN(C3=CC=CC=C32)CC4=CC=CC=C4	1
411	12.0	C1CNCCC1C2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4	1
412	1.0	C1CNCC=C1C2=CN(C3=C2C=C(C=C3)F)S(=O)(=O)C4=CC=C(C=C4)N	1
413	7.0	C1CNCC=C1C2=CN(C3=C2C=C(C=C3)Br)S(=O)(=O)C4=CC=C(C=C4)N	1
414	3.0	C1CNCC=C1C2=CN(C3=C2C=CC(=C3)Cl)S(=O)(=O)C4=CC=C(C=C4)N	1
415	18.0	COC1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=CC=CC=C32)C4=CCNCC4	1
416	4.0	C1CNCC=C1C2=CN(C3=C2C=C(C=C3)F)S(=O)(=O)C4=CC=CC5=CC=CC=C54	1
417	5.0	CN1CCC(=CC1)C2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=C(C=C4)F	1
418	2.0	C1CNCC=C1C2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=C(C=C4)N	1
419	3.0	C1CNCC=C1C2=CN(C3=C2C=C(C=C3)F)S(=O)(=O)C4=CC=C(C=C4)F	1
420	14.0	C1CNCC=C1C2=CN(C3=C2C=C(C=C3)F)S(=O)(=O)C4=CC=C(C=C4)Cl	1
421	2.0	C1CNCCC1C2=CN(C3=C2C=C(C=C3)F)S(=O)(=O)C4=CC=C(C=C4)N	1
422	20.0	C1CNCC=C1C2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=C(C=C4)C(F)(F)F	1
423	27.0	C1CNCC=C1C2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC5=CC=CC=C5C=C4	1
424	1.0	CN1CCC(=CC1)C2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC(=CC=C4)Cl	1
425	1.0	C1CNCC=C1C2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4F	1
426	19.0	COC1=CC2=C(C=C1)N(C=C2C3=CCNCC3)S(=O)(=O)C4=CC5=CC=CC=C5C=C4	1
427	77.0	CCCCS(=O)(=O)N1C=C(C2=CC=CC=C21)C3=CCNCC3	1
428	2.4	C1CNCC=C1C2=CN(C3=C2C=C(C=C3)F)S(=O)(=O)C4=CC=CC=C4	1
429	29.0	C1CNCC=C1C2=CN(C3=C2C=C(C=C3)[N+](=O)[O-])S(=O)(=O)C4=CC=C(C=C4)N	1
430	2.0	C1CNCC=C1C2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4	1
431	10.0	CN1CCC(=CC1)C2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4Cl	1
432	10.0	CN1CCC(=CC1)C2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4F	1
433	0.4	C1CNCC=C1C2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4Cl	1
434	1.0	C1CNCC=C1C2=CN(C3=CC4=C(C=C32)OCO4)S(=O)(=O)C5=CC=C(C=C5)N	1
435	3.0	COC1=CC2=C(C=C1)N(C=C2C3=CCNCC3)S(=O)(=O)C4=CC=C(C=C4)N	1
436	5.0	C1CNCC=C1C2=CN(C3=CC=CC=C32)S(=O)(=O)C4=NC=CC5=C4C=NS5	1
437	246.0	C1CN(CC=C1C2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4)CC5=CC=CC=C5	1
438	50.0	C1CNCC=C1C2=CN(C3=C2C=C(C=C3)OCC4=CC=CC=C4)S(=O)(=O)C5=CC=C(C=C5)N	1
439	2.0	CN1CCC(=CC1)C2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4	1
440	54.0	CC(C)(C)OC(=O)N1CCC(=CC1)C2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4	1
441	3.0	C1CNCC=C1C2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=C(S4)Cl	1
442	31.0	C1CNCC=C1C2=CN(C3=C2C=CC(=C3)[N+](=O)[O-])S(=O)(=O)C4=CC=C(C=C4)N	1
443	99.0	CN1CCC(=CC1)C2=CN(C3=CC=CC=C32)C(=O)C4=CC=CC=C4	1
444	118.0	CN1CCC(=CC1)C2=CN(C3=CC=CC=C32)C(=O)NC4=CC=CC=C4	1
445	20.0	C1CNCCC1C2=CN(C3=C2C=C(C=C3)F)S(=O)(=O)C4=CC=CC=C4	1
446	3.0	C1CNCCC1C2=CN(C3=C2C=CC(=C3)Cl)S(=O)(=O)C4=CC=C(C=C4)N	1
