	Standard Type	Standard Value	Smiles	pChEMBL Value
7517	Ki	44.0	C1CNCCC1CNC2=CC3=NNC(=C3C=C2)S(=O)(=O)C4=CC=CC5=CC=CC=C54.Cl	
7518	Ki	14.0	CN(C)CCN(C)CC1=CC2=C(NN=C2C=C1)S(=O)(=O)C3=CC=CC4=CC=CC=C43.Cl	
7521	Ki	0.7	C1CNCCC1NC2=CC3=C(NN=C3C=C2)S(=O)(=O)C4=CC=CC5=CC=CC=C54.Cl	
7524	Ki	1.5	C1CNCCC1NC2=CC3=C(NN=C3C=C2)S(=O)(=O)C4=CC=C(C=C4)C(F)(F)F.Cl	
7527	Ki	44.0	CN(C)CCC(=O)NC1=CC2=NNC(=C2C=C1)S(=O)(=O)C3=CC=CC4=CC=CC=C43.Cl	
7528	Ki	28.0	C1CNCCC1C(=O)NC2=CC=CC3=C(NN=C32)S(=O)(=O)C4=CC=CC5=CC=CC=C54.Cl	
7529	Ki	0.8	CC1=CC(=CC=C1)S(=O)(=O)C2=C3C=C(C=CC3=NN2)NC4CCNCC4.Cl	
7532	Ki	17.0	C1CNCCC1CNC2=CC=CC3=C(NN=C32)S(=O)(=O)C4=CC=CC5=CC=CC=C54.Cl	
7535	Ki	4.8	CN(C)CCC(=O)NC1=CC=CC2=C(NN=C21)S(=O)(=O)C3=CC=CC4=CC=CC=C43.Cl	
7538	Ki	3.5	C1CNCCC1CNC2=CC3=C(NN=C3C=C2)S(=O)(=O)C4=CC=CC5=CC=CC=C54.Cl	
7541	Ki	66.0	C1CC(CNC1)NC2=CC=CC3=C(NN=C32)S(=O)(=O)C4=CC=CC5=CC=CC=C54.Cl	
7542	Ki	27.0	CCN(CC)CCC(=O)NC1=CC=CC2=C(NN=C21)S(=O)(=O)C3=CC=CC4=CC=CC=C43.Cl	
7545	Ki	4.2	C1CC(CNC1)NC2=CC=CC3=NNC(=C32)S(=O)(=O)C4=CC=CC5=CC=CC=C54.Cl	
7548	Ki	65.0	CCN(CC)CCC(=O)NC1=CC2=NNC(=C2C=C1)S(=O)(=O)C3=CC=CC4=CC=CC=C43.Cl	
7549	Ki	17.0	C1=CC=C2C(=C1)C=CC=C2S(=O)(=O)C3=C4C=CC=C(C4=NN3)NCCN.Cl	
7552	Ki	30.0	C1CNCCC1NC2=CC=CC3=C(NN=C32)S(=O)(=O)C4=CC=CC5=CC=CC=C54.Cl	
7553	Ki	3.1	C1CNCCC1NC2=CC3=C(NN=C3C=C2)S(=O)(=O)C4=CC=CC=C4.Cl	
7556	Ki	6.3	C1CNCCC1NC2=CC3=C(NN=C3C=C2)S(=O)(=O)C4=CC=C(C=C4)F.Cl	
7559	Ki	0.24000000000000002	C1CN(CCN1)CC2=CC3=C(NN=C3C=C2)S(=O)(=O)C4=CC=CC5=CC=CC=C54.Cl	
7562	Ki	12.0	C1CCN(CC1)CCC(=O)NC2=CC3=NNC(=C3C=C2)S(=O)(=O)C4=CC=CC5=CC=CC=C54.Cl	
7565	Ki	31.0	C1CNCCC1C(=O)NC2=CC3=NNC(=C3C=C2)S(=O)(=O)C4=CC=CC5=CC=CC=C54.Cl	
7566	Ki	107.0	C1CCN(CC1)CCNC(=O)C2=CC3=C(NN=C3C=C2)S(=O)(=O)C4=CC=CC5=CC=CC=C54.Cl	
7567	Ki	53.0	C1CNCCC1NC2=CC3=NNC(=C3C=C2)S(=O)(=O)C4=CC=CC5=CC=CC=C54.Cl	
7568	Ki	3.4	C1=CC=C2C(=C1)C=CC=C2S(=O)(=O)C3=C4C=CC=C(C4=NN3)NC(=O)CCN.Cl	
7569	Ki	1.4	CC(CNC1=CC2=C(NN=C2C=C1)S(=O)(=O)C3=CC=CC4=CC=CC=C43)N.Cl	
7572	Ki	2.3	C1CNCCC1NC2=CC3=C(NN=C3C=C2)S(=O)(=O)C4=CC=C(C=C4)Cl.Cl	
7575	Ki	17.0	C1=CC=C2C(=C1)C=CC=C2S(=O)(=O)C3=C4C=CC(=CC4=NN3)NCCN.Cl	
7578	Ki	2.9	CN(C)CCNC(=O)C1=CC2=C(NN=C2C=C1)S(=O)(=O)C3=CC=CC4=CC=CC=C43.Cl	
7581	Ki	9.5	C1CNCCC1CNC2=CC=CC3=NNC(=C32)S(=O)(=O)C4=CC=CC5=CC=CC=C54.Cl	
7584	Ki	24.0	C1CCN(CC1)CCC(=O)NC2=CC=CC3=C(NN=C32)S(=O)(=O)C4=CC=CC5=CC=CC=C54.Cl	
7585	Ki	57.0	C1CC(CNC1)NC2=CC3=NNC(=C3C=C2)S(=O)(=O)C4=CC=CC5=CC=CC=C54.Cl	
7586	Ki	1.1	C1CNCCC1C(=O)NC2=CC3=C(NN=C3C=C2)S(=O)(=O)C4=CC=CC5=CC=CC=C54.Cl	
7688	Ki	30.099999999999998	CCN1CCN(CC1)C2=CN(C3=C2C=C(C=C3)Br)S(=O)(=O)C4=CC=C(C=C4)C(C)C	
7689	Ki	55.300000000000004	CC(C)C1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=C2C=C(C=C3)Cl)N4CCN(CC4)C	
7690	Ki	9.2	CN1CCN(CC1)C2=CN(C3=C2C=C(C=C3)Br)S(=O)(=O)C4=CC=C(C=C4)F	
7693	Ki	23.2	CC(C)C1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=C2C=CC(=C3)Br)N4CCN(CC4)C	
7694	Ki	10.8	CN1CCN(CC1)C2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC(=CC=C4)Cl	
7695	Ki	3.4	CC(C)C1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=CC=CC=C32)N4CCN(CC4)C	
7698	Ki	8.6	CCN1CCN(CC1)C2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=C(C=C4)C(C)C	
7732	Ki	10.200000000000001	CN1CCN(CC1)C2=CN(C3=C2C=C(C=C3)Br)S(=O)(=O)C4=CC=CC=C4Br	
7733	Ki	30.5	CCN1CCN(CC1)C2=CN(C3=C2C=C(C=C3)Cl)S(=O)(=O)C4=CC=C(C=C4)C(C)C	
7734	Ki	82.3	CCN1CCN(CC1)C2=CN(C3=C2C=CC(=C3)Cl)S(=O)(=O)C4=CC=C(C=C4)OC	
7735	Ki	30.200000000000003	CN1CCN(CC1)C2=CN(C3=C2C=CC(=C3)Cl)S(=O)(=O)C4=CC=CC=C4Br	
7736	Ki	63.5	CCN1CCN(CC1)C2=CN(C3=C2C=CC(=C3)Cl)S(=O)(=O)C4=C(C=CC(=C4)OC)OC	
7737	Ki	15.9	CN1CCN(CC1)C2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4	
7739	Ki	15.2	CN1CCN(CC1)C2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4Br	
7740	Ki	10.6	CCN1CCN(CC1)C2=CN(C3=C2C=C(C=C3)Br)S(=O)(=O)C4=CC=C(C=C4)F	
7744	Ki	25.5	CCN1CCN(CC1)C2=CN(C3=C2C=CC(=C3)Cl)S(=O)(=O)C4=CC5=CC=CC=C5C=C4	
7748	Ki	20.299999999999997	CCN1CCN(CC1)C2=CN(C3=C2C=C(C=C3)Cl)S(=O)(=O)C4=CC=CC=C4Br	
7801	Ki	2.512	CSC1=NN2C(=C1S(=O)(=O)C3=CC=CC=C3)N=C4CCCC4=C2N5CCNCC5	
7849	Ki	794.3299999999999	CC1=NC2=C(C=C1)C(=CC=C2)N3CCN(CC3)CCC4=CC(=CC=C4)NC(=O)C5=NC=CN=C5	
7850	Ki	3162.28	CC1=NC2=C(C=C1)C(=CC=C2)N3CCN(CC3)CCC4=CC(=CC=C4)N5CCOC5=O	
7851	Ki	316.23	CC1=NC2=C(C=C1)C(=CC=C2)N3CCN(CC3)CCC4=CC(=CC=C4)NC(=O)NC5=CC=CC=C5	
7852	Ki	22.2	CC1=CC(=NC2=C(C(=NN12)OCCO)S(=O)(=O)C3=CC=CC=C3)C	
7870	Ki	68.4	CC1=CC(=NC2=C(C(=NN12)C)S(=O)(=O)C3=CC=CC=C3)C	
7888	Ki	2600.0	CC1=CC(=NC2=C(C(=NN12)NCCN(C)C)S(=O)(=O)C3=CC=CC=C3)C	
7889	Ki	2960.0	CC1=CC(=NC2=C(C(=NN12)S(=O)C)S(=O)(=O)C3=CC=CC=C3)C	
7890	Ki	1380.0	CC1=CC(=NC2=C(C(=NN12)N3CCNCC3)S(=O)(=O)C4=CC=CC=C4)C	
7895	Ki	14.5	CC1=CC(=NC2=C(C(=NN12)N(C)C)S(=O)(=O)C3=CC=CC=C3)C	
7897	Ki	764.0	CC1=CC(=NC2=C(C(=NN12)NCCCN(C)C)S(=O)(=O)C3=CC=CC=C3)C	
7898	Ki	2200.0	CC1=CC(=NC2=C(C(=NN12)OCCN(C)C)S(=O)(=O)C3=CC=CC=C3)C	
7899	Ki	237.0	CC1=CC(=NC2=C(C=NN12)S(=O)(=O)C3=CC=CC=C3)C	
7908	Ki	1.91	CCSC1=NN2C(=CC(=NC2=C1S(=O)(=O)C3=CC=CC=C3)C)C	
7915	Ki	489.0	CC1=CC(=NC2=C(C(=NN12)N(C)CCN(C)C)S(=O)(=O)C3=CC=CC=C3)C	
7954	Ki	93.0	CN1CCC(CC1)C2=C3C=C(C=CC3=NN2)S(=O)(=O)C4=CC=CC(=C4)F	
8003	Ki	48.0	CN1CCC(CC1)C2=C3C=C(C=CC3=NN2)S(=O)(=O)C4=CC=C(C=C4)OC(F)(F)F	
8004	Ki	46.0	CN1CCC(CC1)C2=C3C=C(C=CC3=NN2)S(=O)(=O)C4=CC=C(C=C4)C(F)(F)F	
8050	Ki	55.0	CN1CCC(CC1)C2=C3C=C(C=CC3=NN2)S(=O)(=O)C4=CC=CC=C4	
8051	Ki	66.0	CN1CCC(CC1)C2=C3C=C(C=CC3=NN2)S(=O)(=O)C4=CC=C(C=C4)F	
8052	Ki	123.0	CN1CCC(CC1)C2=C3C=C(C=CC3=NN2)S(=O)(=O)C4=CC=C(C=C4)OC	
8056	Ki	50.0	CC1=CC(=CC=C1)S(=O)(=O)C2=CC3=C(NN=C3C=C2)C4CCN(CC4)C	
8090	Ki	50.0	CC1=CC(=CC=C1)SC2=CC3=C(CC4N3CCNC4)C=C2	
8091	Ki	5.0	C1CN(CCC1C2=CN(C3=C2C=C(C=C3)Cl)C4=CC=C(C=C4)F)CCN5CCNC5=O	
8092	Ki	110.0	COC1=CC(=CC=C1)SC2=CC3=C(CC4N3CCNC4)C=C2	
8093	Ki	300.0	C1CN2C(CC3=C2C=C(C=C3)SC4=CC=CC(=C4)C(F)(F)F)CN1	
8094	Ki	760.0	C1CN2C(CC3=C2C=C(C=C3)SC4=CC=C(C=C4)C(F)(F)F)CN1	
8095	Ki	81.0	CC1=CC=CC=C1SC2=CC3=C(CC4N3CCNC4)C=C2	
8096	Ki	150.0	C1CN2C(CC3=C2C=C(C=C3)SC4=CC=CC=C4F)CN1	
8097	Ki	160.0	C1CN2C(CC3=C2C=C(C=C3)SC4=CC=C(C=C4)F)CN1	
8117	Ki	23.0	COC1=CC=CC=C1SC2=CC3=C(CC4N3CCNC4)C=C2	
8118	Ki	110.0	CC1=CC=C(C=C1)SC2=CC3=C(CC4N3CCNC4)C=C2	
8119	Ki	78.0	COC1=CC=C(C=C1)SC2=CC3=C(CC4N3CCNC4)C=C2	
8120	Ki	330.0	C1CN2C(CC3=C2C=C(C=C3)SC4=CC=CC=C4C(F)(F)F)CN1	
8147	Ki	2.52	C1CN(CCN1)CC2=CC3=C(C=C2)N(C=C3)S(=O)(=O)C4=CC=CC=C4	
8148	Ki	17.9	CC(C)C1=CC=C(C=C1)S(=O)(=O)N2C=CC3=C2C=CC(=C3)CN4CCN(CC4)C	
8149	Ki	14.6	CN1CCN(CC1)CC2=CC3=C(C=C2)N(C=C3)S(=O)(=O)C4=CC=C(C=C4)F	
8150	Ki	2.97	CN1CCN(CC1)CC2=CC3=C(C=C2)N(C=C3Cl)S(=O)(=O)C4=CC=C(C=C4)F	
8151	Ki	18.0	CN1CCN(CC1)CC2=CC3=C(C=C2)N(C=C3)S(=O)(=O)C4=C(C(=CC=C4)Cl)Cl	
8152	Ki	11.299999999999999	CN1CCN(CC1)CC2=CC3=C(C=C2)N(C=C3)S(=O)(=O)C4=C(C=CC(=C4)C(F)(F)F)Cl	
8153	Ki	3.3600000000000003	CN1CCN(CC1)CC2=CC3=C(C=C2)N(C=C3Cl)S(=O)(=O)C4=C(C=C(C=C4)F)F	
8154	Ki	5.52	CCN1CCN(CC1)CC2=CC3=C(C=C2)N(C=C3)S(=O)(=O)C4=C(C(=CC=C4)Cl)Cl	
8155	Ki	11.0	CCN1CCN(CC1)CC2=CC3=C(C=C2)N(C=C3)S(=O)(=O)C4=CC=C(C=C4)C	
8156	Ki	3.83	CN1CCN(CC1)CC2=CC3=C(C=C2)N(C=C3)S(=O)(=O)C4=CC=CC=C4	
8157	Ki	5.720000000000001	CCN1CCN(CC1)CC2=CC3=C(C=C2)N(C=C3)S(=O)(=O)C4=CC=CC(=C4)C(F)(F)F	
8158	Ki	5.57	C1CN(CCN1)CC2=CC3=C(C=C2)N(C=C3Cl)S(=O)(=O)C4=C(C=C(C=C4)F)F	
8159	Ki	5.8100000000000005	CCN1CCN(CC1)CC2=CC3=C(C=C2)N(C=C3)S(=O)(=O)C4=CC=C(C=C4)C(C)C	
8160	Ki	3.02	CN1CCN(CC1)CC2=CC3=C(C=C2)N(C=C3)S(=O)(=O)C4=CC=C(C=C4)Cl	
8161	Ki	12.4	CCN1CCN(CC1)CC2=CC3=C(C=C2)N(C=C3)S(=O)(=O)C4=C(C=C(C=C4)F)F	
8162	Ki	14.9	CC(C)C1=CC=C(C=C1)S(=O)(=O)N2C=CC3=C2C=CC(=C3)CN4CCNCC4	
8163	Ki	3.21	CCN1CCN(CC1)CC2=CC3=C(C=C2)N(C=C3)S(=O)(=O)C4=CC=C(C=C4)F	
8164	Ki	8.3	CN1CCN(CC1)CC2=CC3=C(C=C2)N(C=C3)S(=O)(=O)C4=CC=CC=C4Br	
8165	Ki	9.33	CN1CCN(CC1)CC2=CC3=C(C=C2)N(C=C3Cl)S(=O)(=O)C4=CC=C(C=C4)Cl	
8166	Ki	3.15	CN1CCN(CC1)CC2=CC3=C(C=C2)N(C=C3)S(=O)(=O)C4=CC=CC(=C4)C(F)(F)F	
8167	Ki	2.56	CCN1CCN(CC1)CC2=CC3=C(C=C2)N(C=C3)S(=O)(=O)C4=CC=CC=C4Br	
8168	Ki	4.159999999999999	CN1CCN(CC1)CC2=CC3=C(C=C2)N(C=C3Cl)S(=O)(=O)C4=C(C=CC(=C4)C(F)(F)F)Cl	
8169	Ki	7.77	C1CN(CCN1)CC2=CC3=C(C=C2)N(C=C3)S(=O)(=O)C4=CC=CC=C4Br	
8170	Ki	2.5799999999999996	C1CN(CCN1)CC2=CC3=C(C=C2)N(C=C3Cl)S(=O)(=O)C4=CC=C(C=C4)F	
8171	Ki	28.2	CCN1CCN(CC1)CC2=CC3=C(C=C2)N(C=C3)S(=O)(=O)C4=CC=C(C=C4)Cl	
8174	Ki	2.8	CCC1CN(N=C1)C(=NCC)NS(=O)(=O)C2=CC(=CC=C2)Cl	
8198	Ki	17.0	CCC1CN(N=C1)C(=NCC)NS(=O)(=O)C2=CC=CC(=C2)F	
8200	Ki	71.1	CCN=C(NS(=O)(=O)C1=CC(=CC=C1)Cl)N2CC3(CCOCC3)C=N2	
8202	Ki	33.9	CCN=C(NS(=O)(=O)C1=CC(=CC=C1)Cl)N2CCC=N2	
8204	Ki	8.200000000000001	CCN=C(NS(=O)(=O)C1=CC(=CC=C1)Cl)N2C(CC=N2)C3=CC=CO3	
8206	Ki	27.799999999999997	CCC1CN(N=C1)C(=NCC)NS(=O)(=O)C2=CC=CC=C2Cl	
8208	Ki	26.599999999999998	CCC1CN(N=C1)C(=NCC)NS(=O)(=O)C2=CC=CC(=C2)OC	
8210	Ki	49.9	CCC1(CN(N=C1)C(=NCC)NS(=O)(=O)C2=CC(=CC=C2)Cl)CC	
8212	Ki	18.5	CCC1CN(N=C1)C(=NCC)NS(=O)(=O)C2=CC=C(C=C2)Cl	
8214	Ki	5.2	CCN=C(NS(=O)(=O)C1=CC(=CC=C1)Cl)N2CC3(CCCCC3)C=N2	
8216	Ki	92.0	CCN=C(NS(=O)(=O)C1=CC(=CC=C1)Cl)N2CC(C=N2)(CF)CF	
8218	Ki	2.7	CCC1CN(N=C1)C(=NCC)NS(=O)(=O)C2=C(C(=CC=C2)Cl)F	
8220	Ki	14.6	CCCN=C(NS(=O)(=O)C1=CC(=CC=C1)Cl)N2CC(C=N2)CC	
8222	Ki	6.4	CCN=C(NS(=O)(=O)C1=CC(=CC=C1)Cl)N2CC3(CCCC3)C=N2	
8224	Ki	92.0	CCC1CN(N=C1)C(=NCC2=CC=CC=C2)NS(=O)(=O)C3=CC=CC=C3Cl	
8226	Ki	24.2	CCC1CN(N=C1)/C(=N/S(=O)(=O)C2=CC(=CC=C2)Cl)/N	
8228	Ki	17.9	CCC1CN(N=C1)C(=NCC)NS(=O)(=O)C2=CC=CC(=C2)C(F)(F)F	
8230	Ki	33.9	CCC1CN(N=C1)C(=NCC)NS(=O)(=O)C2=CC=CC=C2	
8234	Ki	231.1	CCN=C(NS(=O)(=O)C1=CC(=CC=C1)Cl)N2CCC(=N2)C	
8236	Ki	8.0	CCN=C(NS(=O)(=O)C1=CC(=CC=C1)Cl)N2CC(C=N2)C	
8238	Ki	7.9	CCC1CN(N=C1)C(=NCC)NS(=O)(=O)C2=CC(=C(C=C2)Cl)Cl	
8240	Ki	21.9	CCC1CN(N=C1)C(=NCC)NS(=O)(=O)C2=CC(=CC(=C2)Cl)Cl	
8242	Ki	119.4	CCC1CN(N=C1)C(=NCC)NS(=O)(=O)C2=C(C=CC(=C2)Cl)Cl	
8244	Ki	5.6	CCC1CN(N=C1)C(=NCC)NS(=O)(=O)C2=CC=CC3=CC=CC=C32	
8246	Ki	24.1	CCN=C(NS(=O)(=O)C1=CC(=CC=C1)Cl)N2CC(C=N2)(C)C	
8250	Ki	23.900000000000002	CCN=C(NS(=O)(=O)C1=CC(=CC=C1)Cl)N2C(CC=N2)C3=CC=CC=C3	
8254	Ki	196.70000000000002	CCC1CN(N=C1)C(=NCC)NS(=O)(=O)C2=C(C=CC=C2Cl)Cl	
8256	Ki	8.5	CCC1CN(N=C1)C(=NCC)NS(=O)C2=C(C3=C(S2)C=CC(=C3)Cl)C	
8258	Ki	146.6	CCN=C(NS(=O)(=O)C1=CC=CC=C1)N2CC(C=N2)(C)C	
8262	Ki	7.9	CCC1CN(N=C1)C(=NCC)NS(=O)(=O)C2=C(N=C3N2C=CS3)Cl	
8264	Ki	4.1000000000000005	CCC1CN(N=C1)C(=NCC)NS(=O)(=O)C2=CC=C(S2)Cl	
8266	Ki	17.2	CCC1CN(N=C1)C(=NCC)NS(=O)(=O)C2=CC3=CC=CC=C3C=C2	
8268	Ki	510.1	CCC1CN(N=C1)C(=NCC)NS(=O)(=O)C2=C(N(N=C2C)C)Cl	
8270	Ki	9.299999999999999	CCN=C(NS(=O)(=O)C1=CC(=CC=C1)Cl)N2[C@@H](CC=N2)C3=CC=CC=C3	
8272	Ki	138.1	CCN=C(NS(=O)(=O)C1=CC(=CC=C1)Cl)N2C(CC=N2)C3=CC=C(C=C3)F	
8276	Ki	17.8	CCC1CN(N=C1)C(=NC)NS(=O)(=O)C2=CC(=CC=C2)Cl	
8278	Ki	321.79999999999995	CCN=C(NS(=O)(=O)C1=CC(=CC=C1)Cl)N2C(CC=N2)C3=CC=NC=C3	
8280	Ki	27.400000000000002	CCC1CN(N=C1)C(=NCC)NS(=O)(=O)C2=CC=CC(=C2)C	
8282	Ki	7.2	CCN=C(NS(=O)(=O)C1=CC(=CC=C1)Cl)N2CC3(CCNCC3)C=N2	
8528	Ki	7.7	CC1(C2=C(CCN1)C3=C(O2)C=C(C=C3)S(=O)(=O)C4=CC=CC=C4)C	
8530	Ki	17.5	CC1(C2=C(CCN1)C3=C(O2)C=C(C=C3)S(=O)(=O)C4=CC=CC(=C4)OC)C	
8532	Ki	2.1	C1CNC2(CCOCC2)C3=C1C4=C(O3)C=C(C=C4)S(=O)(=O)C5=CC=CC(=C5)F	
8534	Ki	139.0	CC1(C2=C(CCN1)C3=C(O2)C=C(C=C3)S(=O)(=O)C4=CC=CC(=C4)F)C(F)(F)F	
8535	Ki	130.0	C1CC2(COC1)C3=C(CCN2)C4=C(O3)C=C(C=C4)S(=O)(=O)C5=CC=CC(=C5)F	
8545	Ki	18.0	CC1(C2=C(CCN1)C3=C(O2)C=C(C=C3)S(=O)(=O)C4=CC=CC(=C4)F)COC	
8546	Ki	22.3	C1CNC2(CCOC2)C3=C1C4=C(O3)C=C(C=C4)S(=O)(=O)C5=CC=CC(=C5)F	
8548	Ki	46.0	C1CNCC2=C1C3=C(O2)C=CC(=C3)S(=O)(=O)C4=CC=CC=C4	
8549	Ki	16.0	CC1(C2=C(CCN1)C3=C(O2)C=C(C=C3)S(=O)(=O)C4=CC=CC(=C4)F)C(F)F	
8556	Ki	1.6	C1CNCC2=C1C3=C(O2)C=C(C=C3)S(=O)(=O)C4=CC=CC(=C4)F	
8558	Ki	2.9	CC1(C2=C(CCN1)C3=C(O2)C=C(C=C3)S(=O)(=O)C4=CC=CC(=C4)F)C	
8560	Ki	22.0	C1CNCC2=C1C3=C(O2)C=C(C=C3)S(=O)(=O)C4=CC=C(C=C4)F	
8561	Ki	5.6	COC1=CC(=CC=C1)S(=O)(=O)C2=CC3=C(C=C2)C4=C(O3)CNCC4	
8563	Ki	2.7	C1CNCC2=C1C3=C(O2)C=C(C=C3)S(=O)(=O)C4=CC=CC=C4	
8588	Ki	3.09	CC1=NC2=C(C(=NN2C(=C1)CCN)NC)S(=O)(=O)C3=CC=CC=C3	
8590	Ki	33.88	CC1=NC2=C(C(=NN2C(=C1)CCN(C)C)NC)S(=O)(=O)C3=CC=CC=C3	
8618	Ki	0.14129999999999998	CC1=NC2=C(C(=NN2C(=C1Cl)N)NC)S(=O)(=O)C3=CC=CC=C3	
8626	Ki	1.413	CC1=C(C(=NC2=C(C(=NN12)NC)S(=O)(=O)C3=CC=CC(=C3)F)C)CN	
8628	Ki	1.38	CC1=C(C(=NC2=C(C(=NN12)NC)S(=O)(=O)C3=CC=CC=C3)C)CCN	
8631	Ki	0.9771999999999998	CC1=CC(=NC2=C(C(=NN12)NC)S(=O)(=O)C3=CC=CC=C3)CN	
8632	Ki	0.8913	CC1=C(C(=NC2=C(C(=NN12)NC)S(=O)(=O)C3=CC=CC(=C3)F)C)CN(C)C	
8633	Ki	1.4	CNC1=C(C=CC(=C1)N2CCCNCC2)S(=O)(=O)C3=CC=CC(=C3)F	
8634	Ki	112.19999999999999	CC1=NC2=C(C(=NN2C(=C1)NCCCN(C)C)NC)S(=O)(=O)C3=CC=CC=C3	
8638	Ki	0.6457	CC1=C(C(=NC2=C(C(=NN12)NC)S(=O)(=O)C3=CC=CC=C3)C)CN	
8641	Ki	4.677	CC1=C(C(=NC2=C(C(=NN12)NC)S(=O)(=O)C3=CC=CC=C3)C)NC(=O)C	
8647	Ki	0.3467	CC1=NC2=C(C(=NN2C(=C1)N(C)C)NC)S(=O)(=O)C3=CC=CC=C3	
8649	Ki	0.4169	CC1=C(C(=NC2=C(C(=NN12)NC)S(=O)(=O)C3=CC(=CC=C3)Cl)C)CN(C)C	
8650	Ki	4.365	CC1=NC2=C(C(=NN2C(=C1)N3CCN(CC3)C)NC)S(=O)(=O)C4=CC=CC=C4	
8653	Ki	1.8619999999999999	CC1=NC2=C(C(=NN2C(=C1)CN)NC)S(=O)(=O)C3=CC=CC=C3	
8654	Ki	69.18	CC1=NC2=C(C(=NN2C(=C1)NCCN(C)C)NC)S(=O)(=O)C3=CC=CC=C3	
8657	Ki	0.5495	CC1=C(C(=NC2=C(C(=NN12)NC)S(=O)(=O)C3=CC(=CC=C3)Cl)C)CN	
8660	Ki	0.7079	CC1=C(C(=NC2=C(C(=NN12)NC)S(=O)(=O)C3=CC=CC=C3)C)CN(C)C	
8662	Ki	2.7	CCNC1=C(C=CC(=C1)N2CCNCC2)S(=O)(=O)C3=CC=CC=C3	
8664	Ki	0.5754	CC1=NC2=C(C(=NN2C(=C1)NC)NC)S(=O)(=O)C3=CC=CC=C3	
8666	Ki	16.6	CC1=NC2=C(C(=NN2C(=C1)N3CCOCC3)NC)S(=O)(=O)C4=CC=CC=C4	
8669	Ki	2.089	CC1=C(C(=NC2=C(C(=NN12)NC)S(=O)(=O)C3=CC=CC=C3)C)CCN(C)C	
8670	Ki	1.82	CC1=NC2=C(C(=NN2C(=C1)CN(C)C)NC)S(=O)(=O)C3=CC=CC=C3	
8671	Ki	0.2188	CC1=NC2=C(C(=NN2C(=C1)N)NC)S(=O)(=O)C3=CC(=CC=C3)Cl	
8672	Ki	22.39	CC1=NC2=C(C(=NN2C(=C1)N(C)CCN(C)C)NC)S(=O)(=O)C3=CC=CC=C3	
8675	Ki	0.2089	CC1=C(C(=NC2=C(C(=NN12)NC)S(=O)(=O)C3=CC=CC=C3)C)N(C)C	
8676	Ki	18.62	CC1=NC2=C(C(=NN2C(=C1Cl)N)NC)S(=O)(=O)C3=CC(=CC=C3)Cl	
8677	Ki	2652.0	C1CN(CC2=C1SC=C2)CCCCNS(=O)(=O)C3=CC4=C(C=CC=N4)C=C3	
8678	Ki	590.0	C1CN(CC2=CC=CC=C21)CCCCNS(=O)(=O)C3=CC4=CC=CC=C4N=C3	
8679	Ki	1518.0	C1CN(CC2=CC=CC=C21)CCCCNS(=O)(=O)C3=CC4=C(C=C3)N=CC=C4	
8680	Ki	2159.0	COC1=CC=CC=C1N2CCN(CC2)CCCNS(=O)(=O)C3=CC=CC4=C3N=CC=C4	
8681	Ki	1920.0	CCN(CCCN1CCN(CC1)C2=CC=CC=C2OC)S(=O)(=O)C3=CC4=C(C=C3)N=CC=C4	
8682	Ki	4587.0	CCN(CCCCCN1CCC2CCCCC2C1)S(=O)(=O)C3=CC=CC4=C3N=CC=C4	
8683	Ki	1082.0	C1CN(CC2=C1SC=C2)CCCCNS(=O)(=O)C3=CC4=CC=CC=C4N=C3	
8684	Ki	14460.0	CCN(CCCCN1CCC2CCCCC2C1)S(=O)(=O)C3=CC4=CC=CC=C4N=C3	
8685	Ki	1950.0	CCN(CCCCN1CCC2CCCCC2C1)S(=O)(=O)C3=CC=CC4=C3N=CC=C4	
8686	Ki	825.0	COC1=CC=CC=C1N2CCN(CC2)CCCNS(=O)(=O)C3=CC4=C(C=C3)N=CC=C4	
8687	Ki	1725.0	C1CN(CCN1CCCCNS(=O)(=O)C2=CC3=C(C=CC=N3)C=C2)C4=CC=C(C=C4)Cl.Cl	
8688	Ki	397.0	C1CN(CCN1CCCCNS(=O)(=O)C2=CC3=C(C=C2)N=CC=C3)C4=CC(=CC=C4)Cl.Cl	
8689	Ki	339.0	C1CN(CCN1CCCCNS(=O)(=O)C2=CC3=CC=CC=C3N=C2)C4=CC=C(C=C4)Cl.Cl	
8690	Ki	24840.0	C1CN(CCC1CCN2CCN(CC2)C3=CC=C(C=C3)Cl)S(=O)(=O)C4=CC5=CC=CC=C5N=C4.Cl	
8715	Ki	350.0	CC(C)N1C2=C(C3CCC(C2)N3)C4=C1C=CC(=C4)S(=O)(=O)C5=CC=CC=C5	
8722	Ki	35.0	CN1C2=C(C3CCC(C2)N3)C4=C1C=CC(=C4)S(=O)(=O)C5=CC=CC(=C5)C#N	
8723	Ki	4.1000000000000005	CN1C2=C(C3CCC(C2)N3)C4=C1C=CC(=C4)S(=O)(=O)C5=CC=CC(=C5)F	
